numbers,app_name,size_bytes,price,all_ratings,current_ver__ratings,avg_user_rating,current_user_rating,latest_version,age_rating,genre,num_devices_sup,num_screenshot,num_languages
1175,My Bowling 3D,176737280,0,5090,6,4,3.5,1.12,4+,Games,37,5,1
1176,"FileExplorer Pro - File Manager for Computer, NAS",83620864,4.99,1016,45,4.5,4.5,6.1,4+,Utilities,37,5,9
1177,Angry Birds Space,161200128,0,95892,2,4,1,2.2.12,4+,Games,37,0,1
1178,Sid Meier's Pirates!,461555595,2.99,1618,1267,4.5,4.5,1.1.2,12+,Games,43,0,1
1179,TOEIC®テストリスニング360問,75341824,2.99,0,0,0,0,1.0.11,4+,Education,40,5,1
1180,"Ticketmaster - Tickets for Concerts, Sports, Shows",174097408,0,5356,63,3,3.5,1.12.1,4+,Entertainment,37,4,2
1181,FINAL FANTASY TACTICS: THE WAR OF THE LIONS for iPad,656429019,15.99,1992,1583,4.5,4.5,1.2.0,9+,Games,26,5,1
1182,仙劍奇俠傳5 - 劍傲丹楓,258815519,2.99,646,369,4,4.5,1.2.1,4+,Games,43,5,1
1183,Clear Vision (17+),37879808,0.99,541693,69225,4.5,4.5,1.1.3,17+,Games,43,5,1
1184,▻Solitaire,58882048,0,124618,8588,4.5,4.5,5.4,4+,Games,40,5,7
1185,"Guitar Suite - Metronome, Tuner, and Chords Library for Guitar, Bass, Ukulele",72814592,2.99,238,24,4.5,5,2.5.2,4+,Music,38,0,12
1186,LEGO Harry Potter: Years 5-7,489748292,4.99,5435,3205,4,4,1.3,9+,Games,43,5,1
1187,Angry Birds Space HD,171300864,0,39502,13,4,4,2.2.12,4+,Games,24,5,1
1188,OnSong,75674624,24.99,1576,33,4,4.5,1.99995,4+,Music,43,5,16
1189,美食杰-让吃饭变简单(VIP版),57106432,27.99,1,1,4,4,6.3.0,4+,Food & Drink,38,4,1
1190,Regal Cinemas,76895232,0,13257,109,4.5,5,4.3.2,4+,Entertainment,37,0,1
1191,RecordOrders,61618176,1.99,41,0,4,0,1.8.72,4+,Business,37,1,33
1192,Ski Safari,161255424,0.99,45121,1168,5,4.5,1.5.4,4+,Games,40,5,1
1193,Bridge Constructor,145968128,1.99,11187,5,4.5,5,5.9,4+,Games,38,5,13
1194,"Muscle Premium - Human Anatomy, Kinesiology, Bones",1101865984,19.99,406,3,4.5,3.5,7.1.02,12+,Medical,37,5,7
1195,Louvre HD,125812736,1.99,1129,93,5,5,4.4,4+,Lifestyle,40,4,12
1196,The Fourth Dimension,9167872,2.99,609,12,4.5,5,1.7,4+,Education,37,5,10
1197,Ryanair - Cheapest Fares,116411392,0,175,3,2.5,4.5,3.32.0,4+,Travel,37,0,8
1198,猫眼电影 - 一网打尽好电影,99992576,0,101,0,4.5,0,7.9.2,4+,Entertainment,37,0,3
1199,Mon compte pour Free Mobile - Conso & Messagerie,19538944,1.99,0,0,0,0,6.3,4+,Utilities,37,1,1
1200,ジーユー,16457728,0,0,0,0,0,4.1.6,17+,Lifestyle,37,0,1
1201,Tank Hero: Laser Wars,23957504,0.99,1418,138,4.5,4,1.3,9+,Games,43,5,1
1202,Ugly Meter PRO™,12806454,4.99,144,36,2.5,1.5,1.2,4+,Entertainment,40,0,1
1203,USA TODAY,96060416,0,61724,100,3.5,4.5,4.14.1,4+,News,37,4,1
1204,CoPilot GPS – Car Navigation & Offline Maps,82534400,0,3582,70,4,3.5,10.0.0.984,4+,Navigation,38,5,25
1205,Virtual Gastric Band Hypnosis - Lose Weight Fast!,689295360,6.99,53,13,4.5,4.5,3.0.2,4+,Health & Fitness,37,5,1
1206,Fake call from the Easter Bunny,15771648,0,39,2,2,1,3,4+,Entertainment,37,0,1
1207,TTPlayer - The Cinema In My Pocket,15943044,2.99,164,22,4,3.5,1.2.3,4+,Entertainment,43,0,17
1208,Charity Miles: Walking & Running Distance Tracker,140154880,0,3115,87,4,4.5,4.2.2,4+,Health & Fitness,37,0,1
1209,Battlefield™ Companion,58883072,0,689,338,2.5,2.5,3.0.4,12+,Social Networking,37,5,11
1210,WikiCamps Australia,23020544,4.99,10,0,4.5,0,2.5.1,4+,Travel,37,1,1
1211,Impots.gouv,9299968,0,0,0,0,0,2.6.0,4+,Finance,37,2,1
1212,Freeform – watch live TV & stream full episodes,56845312,0,18492,8,2.5,4.5,4.2.3,12+,Entertainment,37,5,1
1213,笑ったら負け,3700736,0,0,0,0,0,2.0.0,4+,Book,38,0,1
1214,"Paper by FiftyThree - Sketch, Diagram, Take Notes",134009856,0,18219,5,4,4,3.6.9,4+,Productivity,37,5,11
1215,Dikie & Dukie: Learn to Read in Spanish HD,47760353,2.99,2,2,3,3,1.2,4+,Games,26,5,1
1216,"Whisper - Share, Express, Meet",98764800,0,39819,58,4,3,8.6.1,17+,Social Networking,37,0,6
1217,Emoji>,130970624,0,55338,455,4.5,4.5,8.9,9+,Entertainment,38,5,21
1218,Emoji - inTextMoji Pro ;),130950144,0.99,7204,337,4.5,4.5,7.9,9+,Entertainment,38,5,21
1219,Hay Day,113641472,0,567344,4887,4.5,4.5,1.33.134,4+,Games,38,5,18
1220,Nom Nom Paleo,51230720,5.99,2555,44,4.5,4,3.3,4+,Food & Drink,37,5,1
1221,Lingji tarot-nice and funny in line with tarot cards,64246784,0.99,11,3,3,5,3.2.1,4+,Entertainment,38,5,3
1222,饿了么外卖-大牌美食，折扣热卖,82781184,0,481,1,4.5,5,7.9,17+,Food & Drink,37,5,1
1223,Google Drive - free online storage,185695232,0,59255,599,4.5,4.5,4.2017.17212,4+,Productivity,37,5,47
1224,THE KING OF FIGHTERS-i 2012,1196212224,2.99,228,228,4.5,4.5,1.0.4,12+,Games,38,0,2
1225,360云盘,81857536,0,437,0,4.5,0,7.0.3,4+,Productivity,37,0,2
1226,Real Pool 3D,76383232,1.99,1156,77,4,4,2.1,4+,Games,38,5,1
1227,Cooking Academy (Full),43375753,1.99,475,475,4.5,4.5,1.0.1,4+,Games,43,0,1
1228,iSleep Easy - Meditations for Restful Sleep,178581504,3.99,664,70,4.5,4.5,6.23,4+,Health & Fitness,37,3,1
1229,"Pic Jointer – Photo Collage, Camera Effects Editor",81019904,0,51330,58,4.5,4.5,5,4+,Photo & Video,37,5,7
1230,Smule Sing!,109940736,0,119316,33,4.5,4,5.2.3,9+,Music,37,5,12
1231,AnatomyMapp,104392704,9.99,23,3,3.5,3.5,1.5,4+,Medical,38,5,1
1232,Inspiration Maps VPP,174490624,9.99,112,8,4,3,2.1,4+,Education,37,5,3
1233,Toca Kitchen Monsters,64406528,0,8062,197,4,3.5,1.0.5,4+,Education,40,5,1
1234,Bike Race Pro - Top Motorcycle Racing Game,119231488,0.99,26881,5,4.5,3.5,7.4.3,4+,Games,38,5,9
1235,Bike Race - Top Motorcycle Racing Games,120187904,0,405007,4053,4.5,5,7.3.11,4+,Games,38,5,9
1236,KeyBank Mobile,32492544,0,623,1,2.5,1,4.1.0,17+,Finance,37,0,1
1237,Amazon Music,77778944,0,106235,4605,4.5,5,6.5.0,4+,Music,37,5,6
1238,闲鱼-让你的闲置游起来,84877312,0,286,2,4,5,5.8.4,9+,Shopping,37,5,1
1239,Sonic The Hedgehog 4™ Episode II,721056768,2.99,5606,44,3.5,4,2.1.4,9+,Games,40,5,9
1240,战神之怒,599319461,0.99,9,9,4.5,4.5,1.1.1,4+,Games,43,5,1
1241,Extreme Fishing 2 Free,54148397,0,12002,759,4.5,3.5,1.0.9,4+,Games,43,4,3
1242,Puppet Pals Pocket Director's Pass,86945792,1.99,7,0,4.5,0,1.9.2,4+,Education,37,0,1
1243,Max Payne Mobile,1428322304,2.99,2183,64,4.5,4,1.4.3,17+,Games,40,4,1
1244,驾考宝典-2017最新考驾照驾校学车驾考通,191521792,0,208,0,5,0,6.7.4,4+,Lifestyle,37,5,1
1245,"Postmates - Food Delivery, Faster",87960576,0,9519,3,3.5,4,3.9.21,4+,Food & Drink,37,0,1
1246,Flipagram,84792320,0,79905,324,4.5,4.5,8.19.2,12+,Photo & Video,37,5,36
1247,Subway Surfers,156038144,0,706110,97,4.5,4,1.72.1,9+,Games,38,5,1
1248,Easter Bunny Tracker Fun,10027923,0,83,80,3,3,1.7,4+,Entertainment,43,5,1
1249,电信营业厅,107940864,0,248,9,3.5,3,6.0.1,4+,Utilities,38,0,2
1250,Majiang Mahjong（单机+川麻+二人+武汉+国标）,74442752,0,1007,3,5,2.5,3.762,12+,Games,43,5,1
1251,Home Design 3D GOLD,207154176,9.99,9889,262,4.5,4.5,4.1.1,4+,Productivity,37,5,16
1252,Papa's Burgeria,42811392,2.99,1589,60,4.5,4.5,1.1.3,4+,Games,24,5,16
1253,Bazaart Photo Editor Pro and Picture Collage Maker,120474624,0,4909,479,4.5,5,4.6.3,4+,Photo & Video,37,2,13
1254,Baldur's Gate: Enhanced Edition,2441125888,9.99,1454,102,4,4,1.3.1,12+,Games,43,5,1
1255,农行掌上银行,63531008,0,57,4,2.5,3.5,3.6.0,4+,Finance,40,0,1
1256,Hidden World,104166400,1.99,279,21,4.5,4.5,1.0.5,4+,Games,40,5,17
1257,Prize Wheel ™,36770816,0,3287,88,4,4,7.1.4,17+,Entertainment,37,0,1
1258,Flick Home Run ! HD,21049015,0.99,2144,1700,4.5,4.5,1.3.3,4+,Games,26,5,1
1259,Little Writer - The Tracing App for Kids,37417984,0.99,1348,2,4.5,3,2,4+,Education,37,5,1
1260,Slingshot Racing,78962688,0.99,3189,1459,4.5,4.5,1.3.2.0,4+,Games,43,5,1
1261,"LINE Camera - Photo editor, Animated Stamp, Filter",77113344,0,3978,58,4.5,5,14.0.4,4+,Photo & Video,37,5,16
1262,Think in Japanese (Original name:ひとりごと英語),63654912,2.99,0,0,0,0,3.3,12+,Reference,37,5,2
1263,Offroad Legends,96497664,0.99,22281,49,4.5,4,1.3.3,4+,Games,38,5,30
1264,内涵段子 - 精选搞笑图片、视频,96586752,0,275,0,5,0,6.3.1,17+,Entertainment,38,4,2
1265,Bejeweled Classic HD,151254016,0,70926,927,4.5,4.5,2.1,4+,Games,24,5,5
1266,Virtua Tennis Challenge,401727488,4.99,1339,459,4,4,1.2,4+,Games,39,4,9
1267,Dark Sky Weather,20826112,3.99,10014,514,4,4.5,5.2.9,4+,Weather,37,3,1
1268,Translator !!,27192320,9.99,128,4,4,3,1.6.2,4+,Productivity,37,0,30
1269,Cortex Camera,3409920,2.99,346,14,4,4,2.12,4+,Photo & Video,37,1,1
1270,上海移动掌上营业厅,61895680,0,22,0,3,0,4.1.8,4+,Lifestyle,38,0,2
1271,Weaphones: Firearms Simulator Volume 1,61468672,2.99,1478,72,4.5,4.5,2.3.1,12+,Games,43,5,16
1272,Le Havre (The Harbor),157290496,4.99,2125,561,4.5,4.5,1.4.1,4+,Games,47,5,1
1273,Block Story Premium,224559104,2.99,734,23,4,4.5,11.2.3,9+,Games,37,5,1
1274,"You Doodle - draw on photos & pictures, add text",72188928,0,8520,49,4.5,4.5,7.5.8,4+,Photo & Video,37,5,18
1275,SuperPhoto - Photo Effects & Filters,55636992,0,1952,29,4.5,4.5,4.39,4+,Photo & Video,38,5,24
1276,FreePrints – Photos Delivered,112790528,0,26060,0,5,0,2.11.3,4+,Photo & Video,37,5,1
1277,聚美优品-新用户专享160元现金券,153457664,0,42,0,4.5,0,4.45,4+,Shopping,38,0,2
1278,"Depop - Buy, Sell and Share",85724160,0,2478,109,4.5,4,1.35,12+,Shopping,37,0,2
1279,天猫-购物,211127296,0,426,14,4.5,5,6.0.0,17+,Shopping,37,0,4
1280,FOCUS Online - Aktuelle Nachrichten,68831232,0,373,8,4.5,5,2.282,12+,News,37,5,2
1281,Text 2 Group Pro - Quickly send SMS messages,49426432,2.99,2798,277,4,4.5,7.5,4+,Productivity,38,5,15
1282,ケンタッキーフライドチキン　公式アプリ,50291712,0,0,0,0,0,12.0.11,17+,Food & Drink,37,0,1
1283,Onion Browser - Secure & Anonymous Web with Tor,42329088,0,691,1,3.5,5,1.7.6,17+,Utilities,37,3,1
1284,Visual Anatomy,215178240,2.99,571,28,4.5,4.5,5.5,12+,Medical,37,5,4
1285,Alice in the Mirrors of Albion: Hidden object game,1222732800,0,47382,50,4,4.5,5.9.3,4+,Games,37,5,7
1286,Burrito Bison,58088448,0.99,416,7,4,3.5,1.4,12+,Games,37,5,1
1287,"Credit Karma: Free Credit Scores, Reports & Alerts",95494144,0,101679,181,5,5,4.11.1,4+,Finance,37,0,1
1288,翼支付-只为简单生活,98640896,0,9,0,1.5,0,6.1.2,17+,Finance,38,0,1
1289,The Sandbox - Building & Crafting a Pixel World!,171482112,0,41108,258,4.5,4.5,2,4+,Games,38,5,45
1290,ZENFORMS: Protectors,111136768,1.99,1127,25,4,4.5,1.3.6,12+,Games,40,2,1
1291,"RetailMeNot Shopping Deals, Coupons, Savings",133086208,0,18544,14,4.5,4.5,4.25,4+,Shopping,37,0,1
1292,VinoCell: manage your wine cellar like a pro,37157888,8.99,248,20,4,4.5,3.5.1,17+,Food & Drink,37,5,6
1293,Dokuro,146078720,1.99,84,4,4.5,5,1.2.6,9+,Games,40,2,1
1294,Toca Train,81991680,2.99,1397,25,4,3.5,1.0.5,4+,Education,40,5,18
1295,Toca Band,323621888,2.99,3107,110,4.5,3.5,1.0.6,4+,Education,40,5,1
1296,My Singing Monsters,240521216,0,130519,1445,4.5,5,2.0.8,4+,Games,37,5,7
1297,PIP Camera-Selfie Cam&Pic Collage&Photo Editor,74172416,0,8454,26,4.5,5,3.2.2,4+,Photo & Video,40,5,2
1298,ATracker - Daily Task and Time Tracking,153064448,0,1114,34,4.5,4.5,8.7,4+,Productivity,37,5,12
1299,Brutal Street,68812800,0,777,0,4.5,0,2.8.0,12+,Games,37,5,7
1300,冒険ダンジョン村,187158528,4.99,0,0,0,0,2,4+,Games,38,5,1
1301,Slots - Pharaoh's Way,76591104,0,69610,69,4.5,4,7.4.0,12+,Games,43,4,1
1302,iTranslate Voice - Speak & Translate in Real Time,56189952,6.99,14469,81,4,4,3.1.5,4+,Productivity,37,5,22
1303,The Official DVSA Highway Code,67291136,3.99,0,0,0,0,2.3,4+,Education,38,0,1
1304,腾讯微云-安全备份共享文件和照片,63563776,0,308,11,4,5,5.1.3,4+,Productivity,37,0,1
1305,"Remind: Fast, Efficient School Messaging",117131264,0,9796,60,4.5,4.5,7.10.1,4+,Education,37,5,6
1306,宝宝树孕育-火爆的备孕怀孕育儿社区,120731648,0,456,1,4.5,5,7.3.0,17+,Health & Fitness,38,0,2
1307,Best Skins Creator Pro - for Minecraft PE & PC,36002816,1.99,4243,48,4,4.5,5.3.5,4+,Utilities,37,5,2
1308,フリル(FRIL) - 満足度No.1 のフリマアプリ,68782080,0,7,0,4,0,6.6.0,17+,Shopping,37,5,1
1309,PopCam　Photo,52942848,0,160,3,4,5,4.0.8,4+,Photo & Video,38,0,9
1310,Nearpod,75843584,0,1057,1,4,2,9.8.5,4+,Education,37,5,31
1311,AutoRap by Smule,71257088,0,18202,514,4,3.5,2.3.5,12+,Music,37,5,12
1312,The Amazing Spider-Man,829148559,6.99,17895,10970,4.5,4,1.0.3,12+,Games,39,4,12
1313,Temple Run: Brave,130115584,1.99,27593,386,4,4,1.6,4+,Games,40,5,1
1314,BabyScope - Prenatal Listener,61694976,4.99,875,51,3,4,4.7.0,4+,Utilities,37,5,1
1315,realMyst,1043664896,6.99,708,59,4,4,1.1.1,12+,Games,37,5,1
1316,Sun Surveyor - Sun & Moon Visualization Tool,26597376,9.99,183,14,5,5,2.4.2,4+,Photo & Video,35,4,21
1317,Shogi,17691648,0,26,3,4,5,4.11,4+,Games,37,4,2
1318,Fair Food Maker Game - Make Yummy Carnival Treats,111604736,0,12251,93,4,4,2.1,4+,Games,38,5,1
1319,Potty Time with Elmo,47083520,2.99,712,53,3.5,2,3,4+,Education,43,5,1
1320,My Mixtapez Music,84864000,0,26286,2,4.5,3.5,7.0.57,12+,Music,25,0,1
1321,Fuel Rewards® program,58839040,0,2249,495,4.5,4.5,2.5.4,4+,Shopping,37,0,1
1322,Poop Break,6529024,0.99,21,2,4,3.5,1.3.1,9+,Utilities,37,0,1
1323,Plague Inc.,95603712,0.99,143285,406,4.5,4.5,1.14.1,12+,Games,40,5,14
1324,DiveChamp,41779200,0.99,295,133,4.5,4.5,1.22,4+,Games,43,5,1
1325,Tom Loves Angela,53489664,0.99,1151,129,4,4,2,4+,Entertainment,43,0,13
1326,Tom Loves Angela for iPad,55357440,2.99,2286,1060,4,4.5,2,4+,Entertainment,26,4,13
1327,Jake's Never Land Pirate School,303058944,0.99,4337,398,4,4,1.0.7,4+,Entertainment,40,5,1
1328,Flow Free,20669440,0,373857,3428,4.5,4.5,2.9,4+,Games,38,5,11
1329,"Pixlr - Photo Collages, Effects, Overlays, Filters",73878528,0,2099,4,4,3.5,3.1.2,4+,Photo & Video,37,5,11
1330,JaxReady,8352768,0,22,4,3.5,1.5,6.0.1,17+,Weather,37,5,1
1331,Storm Shield,26501120,2.99,2516,994,4.5,5,3.8.3,12+,Weather,38,5,1
1332,CamCard HD -business card scanner & reader,80380928,7.99,319,13,4,4.5,1.2.10,4+,Business,24,5,7
1333,Pumped: BMX,38629376,1.99,1164,76,5,4.5,1.6,4+,Games,43,5,13
1334,Sworkit - Custom Workouts for Exercise & Fitness,143166464,0,16819,348,5,5,5.4.1,4+,Health & Fitness,37,5,12
1335,Fieldrunners 2,89068544,2.99,14214,11,5,3.5,1.9.177609,9+,Games,37,0,1
1336,Photo Editor by Aviary,36269056,0,39501,741,4.5,5,4.6.1,12+,Photo & Video,37,5,23
1337,"Hurricane Tracker WESH 2 Orlando, Central Florida",29992960,0,203,84,4,4.5,4.1,4+,Weather,37,1,1
1338,Bluebeam Revu,150128640,9.99,210,2,3,2,3.8.4,4+,Productivity,24,5,1
1339,ナビタイムの乗り換え案内 - 遅延情報やバス時刻表を案内するアプリ,103106560,0,48,3,4.5,5,7.13.0,4+,Navigation,37,5,1
1340,Where's My Perry?,126416896,2.99,24314,123,4.5,3.5,1.7.7.78,4+,Games,38,5,14
1341,"Seeds Pro For Minecraft - Server, Skins, Community",29258752,1.99,12770,18,4.5,3.5,8.0.5,9+,Games,40,5,1
1342,今日头条 - 热点新闻资讯、娱乐视频,108229632,0,428,0,4.5,0,6.1.5,17+,News,38,4,2
1343,Granny Smith,68317184,1.99,8568,1902,4.5,4.5,1.3.1,4+,Games,43,5,1
1344,Lep's World 2 Plus - super best platformer games,66832384,0.99,8404,79,4.5,4.5,2.6.5,4+,Games,40,5,3
1345,Lyft,157950976,0,46922,414,4.5,4.5,4.33.3,4+,Travel,37,0,1
1346,SnoreLab : Record Your Snoring,56814592,0,1341,266,4.5,4.5,3.7.3,12+,Medical,38,5,9
1347,Clash of Clans,116476928,0,2130805,579,4.5,4.5,9.24.12,9+,Games,38,5,18
1348,Frax HD - The First Realtime Immersive Fractals,94023680,1.99,298,20,5,5,1.4.2,4+,Entertainment,24,5,8
1349,Zombie Tsunami,115895296,0,31311,83,4.5,4.5,3.6.3,4+,Games,38,5,14
1350,The Wonder Weeks,28716032,1.99,397,5,2.5,3,6.1.82,17+,Health & Fitness,37,4,1
1351,"Disney Channel – Watch Full Episodes, Movies & TV",132038656,0,21082,37,3.5,3.5,5.7.0,4+,Entertainment,37,5,1
1352,"Disney Junior – Watch Full Episodes, Movies & TV",113905664,0,8077,29,3,2,5.7.0,4+,Entertainment,37,5,1
1353,"Disney XD – Watch Full Episodes, Movies & Live TV",109049856,0,5703,13,3.5,3,5.7.0,4+,Entertainment,37,4,1
1354,METAL SLUG 3,151613440,2.99,2798,529,3.5,4,1.2.4,9+,Games,43,5,2
1355,CBS Full Episodes and Live TV,93207552,0,39436,6,2.5,1.5,4.12,4+,Entertainment,37,5,1
1356,东方财富网领先版-财经资讯&股票开户,133628928,0.99,0,0,0,0,6.9.1,4+,Finance,37,0,1
1357,Dungeon Village,187506688,4.99,1000,15,4.5,4.5,2.02,4+,Games,38,5,5
1358,Wish - Shopping Made Fun,48428032,0,141960,579,4.5,4.5,3.20.6,12+,Shopping,37,5,30
1359,"Sight Words Games & Flash Cards for Reading and Spelling Success at School (Learn to Read Preschool, Kindergarten and Grade 1 Kids)",54198272,2.99,59,3,3.5,3.5,2.0.5,4+,Education,38,5,1
1360,LiveCollage Pro-Photo Collage Maker&Photo Editor,88022016,1.99,12319,0,4.5,0,5.5.0,4+,Photo & Video,37,5,4
1361,Photo Collage Maker & Photo Editor - Live Collage,94266368,0,93781,0,4.5,0,5.5.0,4+,Photo & Video,37,5,4
1362,Trigger Fist,144196155,0,69624,58269,4.5,4.5,1.11,12+,Games,43,5,1
1363,Talking Ginger for iPad,79683584,0,20065,113,4.5,4,2.4.2,4+,Entertainment,24,5,13
1364,same - 就是聊得来,123238400,0,78,0,4,0,4.0.4,17+,Social Networking,37,0,1
1365,Deck Pass Plus,10240000,1.99,350,170,3.5,3.5,3.0.1,4+,Sports,43,5,1
1366,Tone Sphere,411227136,1.99,360,4,4.5,5,1.3.1,4+,Games,40,5,1
1367,Dragon Island Blue,53772288,0.99,9119,1541,5,4.5,1.1.0,9+,Games,43,5,2
1368,Organ Trail: Director's Cut,245444608,2.99,3389,203,4.5,4.5,2.0.4,12+,Games,40,4,1
1369,cute icon&wallpaper dressup - CocoPPa,65789952,0,12508,810,4,4,3.2.8,4+,Lifestyle,38,0,10
1370,DEAD TRIGGER,301228032,0,78918,4345,4.5,4.5,1.9.0,17+,Games,43,4,1
1371,MY LITTLE PONY: Magic Princess Quests,107032576,0,65201,148,4.5,4,3.5.0,4+,Games,38,4,13
1372,Fragment's Note,714801152,3.99,1,1,5,5,1.05,4+,Games,43,4,1
1373,Bad Piggies,260106240,0,26259,38,4.5,3.5,2.3.3,4+,Games,37,0,1
1374,Odysseus: Long Way Home HD (Full),281676680,4.99,39,39,4,4,1.0.0,4+,Games,26,5,7
1375,KODAK Kiosk Connect App,21434368,0,3711,525,4.5,4.5,1.23,4+,Photo & Video,38,0,27
1376,Modern Essentials,53814272,6.99,112,9,3.5,3.5,8.0.0,12+,Health & Fitness,37,1,1
1377,Snail Bob,210245632,0.99,9453,11,4.5,4.5,1.2.1,4+,Games,25,5,1
1378,InstaBoard  for Instagram - photos & videos repost,53230592,0,1571,9,3.5,1.5,3,12+,Photo & Video,37,1,1
1379,Topia World Builder,59056128,1.99,1775,161,3.5,3.5,1.6.1,4+,Games,43,5,1
1380,Bubble Mania™,189151232,0,122081,49,4.5,4,1.9,4+,Games,38,5,1
1381,Dr. Panda Hospital,417707008,2.99,372,24,4,4,1.7,4+,Education,40,5,15
1382,Tapage by My Little App,54250496,0,41,0,4.5,0,5,17+,Lifestyle,37,5,1
1383,UFC ®,45790208,0,809,4,2.5,3,3,12+,Sports,37,4,1
1384,Rhonna Collage,123987968,1.99,239,2,4,5,3.4.1,4+,Photo & Video,38,5,29
1385,Upward Basketball Coach,36912128,0.99,138,0,3.5,0,2.1.0,4+,Sports,37,0,1
1386,Celebrity Look Alike App - Face Compare,49332224,0,403,5,2.5,1,4.45,4+,Entertainment,37,0,1
1387,BADLAND,222380032,2.99,21325,195,4.5,4.5,3.3.3,9+,Games,37,5,13
1388,Certified Mixtapes - Hip Hop Albums & Mixtapes,41123840,0,9975,15,4.5,3,2.7.3,12+,Music,37,1,1
1389,Hungry Shark Evolution,320535552,0,83784,358,4.5,4.5,4.8,12+,Games,38,5,33
1390,Into the Dead,171828224,0,32492,2346,4.5,4.5,2.5,12+,Games,38,5,14
1391,Fitstar Personal Trainer,50043904,0,7496,79,4.5,4.5,3.1,4+,Health & Fitness,37,5,5
1392,"Oje, ich wachse!",26168320,1.99,0,0,0,0,6.1.8,4+,Health & Fitness,37,4,1
1393,书香云集Pro-小说电子书免费看书读书听书追书无广告阅读器,52120576,0.99,14,0,5,0,5.37,17+,Book,38,3,3
1394,"Over— Edit Photos, Add Text & Captions to Pictures",109300736,0,16221,165,4.5,4.5,4.3.1,4+,Photo & Video,37,5,1
1395,Google Chrome – The Fast and Secure Web Browser,95385600,0,55750,163,3.5,3,58.0.3029.113,17+,Utilities,37,5,37
1396,Tentacles: Enter the Dolphin,580818944,2.99,1678,4,4.5,5,1.2.1,9+,Games,40,5,1
1397,Full Fitness : Exercise Workout Trainer,104803328,2.99,7573,884,4.5,4.5,3.1,4+,Health & Fitness,37,0,11
1398,Trainz Driver - train driving game and realistic railroad simulator,384385024,2.99,2228,252,4,4,1.1.4,4+,Games,43,5,1
1399,Toddler Counting 123,60891136,0.99,121,42,4,4,3.1,4+,Education,43,5,15
1400,Lapse It Pro • Time Lapse & Stop Motion Camera • Professional HD,22585344,2.99,2079,760,4.5,4.5,2.52,4+,Photo & Video,40,5,9
1401,UNO ™ & Friends,131464192,0,68911,2137,4,4,3.3.3,9+,Games,38,5,14
1402,Raiden Legacy,177562624,4.99,443,12,4.5,4,1.8,9+,Games,37,5,1
1403,BrainHQ - Brain Training,72673280,0,684,0,4,0,5.9,4+,Education,37,5,2
1404,Block Earth,85463040,4.99,2089,278,4,5,1.8.5,4+,Games,38,5,1
1405,Bastion,1281059840,4.99,14247,320,4.5,4.5,1.4,12+,Games,43,4,1
1406,Rayman Jungle Run,78690304,2.99,25517,273,4.5,4,1.3.6,9+,Games,38,5,8
1407,TEDICT - Learn English with TED Video,6398976,2.99,77,2,4.5,4.5,6.1,4+,Education,37,5,18
1408,Big Fish Casino – Best Vegas Slot Machines & Games,108107776,0,113959,707,4.5,4.5,10.3.1,12+,Games,38,5,1
1409,暴风影音-BaoFeng Player,83532800,0,287,0,4.5,0,5.2.0,17+,Entertainment,38,0,1
1410,SpellingCity,109510656,0,1566,402,3.5,3.5,1.9.13,4+,Education,40,4,16
1411,どうぶつしょうぎ(公式),33780714,0.99,1,1,4,4,1,4+,Games,43,5,1
1412,"We Heart It - Fashion, wallpapers, quotes, tattoos",79953920,0,90414,44,5,4,8.3.0,12+,Social Networking,37,5,31
1413,IronMobile - Ironman Athlete Tracker,5086208,0.99,126,4,3,1.5,3.22,4+,Sports,37,4,31
1414,Been Together,50371584,0.99,20,1,4.5,5,2.0.4,4+,Lifestyle,37,0,7
1415,Hurricane Impact by HurricaneTrack.com,7477248,2.99,60,7,3.5,4.5,1.11.6,4+,Weather,37,0,1
1416,Voice Translate Pro,20605952,3.99,1158,4,4.5,5,1.1.7,4+,Business,38,0,1
1417,Castle Raid,47127849,0.99,1087,895,4.5,4.5,1.02,9+,Games,43,5,1
1418,Need for Speed™ Most Wanted,2023336960,4.99,7315,161,4,3,1.0.54,4+,Games,37,5,11
1419,Tiny Wings HD,28681216,2.99,12181,76,4.5,4.5,2.2,4+,Games,24,5,6
1420,Robot Unicorn Attack 2,106917888,0,21432,269,4.5,4.5,1.7.3,9+,Games,40,5,6
1421,Presidential Election & Electoral College Maps,32719872,2.99,222,1,3.5,3,2.1,4+,News,37,5,1
1422,The Secret Society® - Hidden Mystery,1433910272,0,168674,252,4,4.5,1.25.2500,4+,Games,37,5,11
1423,Space Agency,34965504,1.99,1565,1,4.5,5,1.5.2,4+,Games,37,5,1
1424,NBC Sports,129395712,0,47172,28,2.5,2.5,5.4,4+,Sports,37,5,31
1425,征戦エクスカリバー,89853952,0,8,0,3.5,0,3.5.20,9+,Games,40,5,16
1426,Unfilth Your Habitat,12316672,0.99,321,112,4.5,4.5,1.4,17+,Productivity,43,5,1
1427,WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,87569408,4.99,1155,10,4,5,4,4+,Travel,37,4,4
1428,Word Search Colorful,19643392,0,7131,17,4,4.5,4.98.98,12+,Games,38,5,13
1429,Wireless Transfer App:Sync backup photo and video,35957760,2.99,1810,15,4.5,4,4.5,4+,Photo & Video,37,5,6
